Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Features,Annotation
Q9NWC5,TM45A_HUMAN,reviewed,Transmembrane protein 45A (DNA polymerase-transactivated protein 4) (Dermal papilla-derived protein 7),TMEM45A DERP7 DNAPTP4,Homo sapiens (Human),275,Chain (1); Transmembrane (5),3 out of 5
Q8N661,TM86B_HUMAN,reviewed,Lysoplasmalogenase (EC 3.3.2.2) (Transmembrane protein 86B),TMEM86B,Homo sapiens (Human),226,Chain (1); Natural variant (2); Transmembrane (7),5 out of 5
Q86UB9,TM135_HUMAN,reviewed,Transmembrane protein 135 (Peroxisomal membrane protein 52) (PMP52),TMEM135,Homo sapiens (Human),458,Alternative sequence (1); Chain (1); Erroneous initiation (1); Natural variant (3); Sequence conflict (1); Transmembrane (6),4 out of 5
Q06643,TNFC_HUMAN,reviewed,Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3),LTB TNFC TNFSF3,Homo sapiens (Human),244,Alternative sequence (2); Chain (1); Glycosylation (1); Natural variant (5); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
P56180,TPTE_HUMAN,reviewed,Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5),TPTE,Homo sapiens (Human),551,Active site (1); Alternative sequence (3); Chain (1); Domain (2); Natural variant (6); Transmembrane (3),5 out of 5
Q5T4D3,TMTC4_HUMAN,reviewed,Protein O-mannosyl-transferase TMTC4 (EC 2.4.1.109) (Transmembrane and TPR repeat-containing protein 4),TMTC4,Homo sapiens (Human),741,Alternative sequence (4); Chain (1); Erroneous initiation (2); Frameshift (1); Natural variant (3); Repeat (8); Sequence conflict (3); Transmembrane (12),5 out of 5
Q6ZUK4,TMM26_HUMAN,reviewed,Transmembrane protein 26,TMEM26,Homo sapiens (Human),368,Alternative sequence (2); Chain (1); Glycosylation (1); Transmembrane (8),2 out of 5
Q6ZNR0,TMM91_HUMAN,reviewed,Transmembrane protein 91 (Dispanin subfamily C member 3) (DSPC3),TMEM91,Homo sapiens (Human),172,Alternative sequence (4); Chain (1); Frameshift (1); Sequence conflict (2); Topological domain (3); Transmembrane (2),3 out of 5
Q9BX84,TRPM6_HUMAN,reviewed,Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6),TRPM6 CHAK2,Homo sapiens (Human),2022,Active site (1); Alternative sequence (8); Binding site (5); Chain (1); Domain (1); Intramembrane (1); Metal binding (4); Modified residue (1); Mutagenesis (3); Natural variant (18); Nucleotide binding (1); Topological domain (8); Transmembrane (6),5 out of 5
Q9Y5S1,TRPV2_HUMAN,reviewed,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1),TRPV2 VRL,Homo sapiens (Human),764,Chain (1); Glycosylation (1); Helix (17); Intramembrane (1); Modified residue (3); Natural variant (2); Region (1); Repeat (6); Sequence conflict (10); Topological domain (6); Transmembrane (6); Turn (2),5 out of 5
Q9Y385,UB2J1_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e),UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205,Homo sapiens (Human),318,Active site (1); Chain (1); Domain (1); Erroneous initiation (1); Frameshift (1); Modified residue (3); Mutagenesis (1); Natural variant (2); Sequence conflict (2); Topological domain (2); Transmembrane (1),5 out of 5
Q8IV45,UN5CL_HUMAN,reviewed,UNC5C-like protein (Protein unc-5 homolog C-like) (ZU5 and death domain-containing protein),UNC5CL ZUD,Homo sapiens (Human),518,Active site (2); Chain (1); Domain (2); Natural variant (1); Region (2); Topological domain (2); Transmembrane (1),5 out of 5
Q8N966,ZDH22_HUMAN,reviewed,Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22),ZDHHC22 C14orf59,Homo sapiens (Human),263,Active site (1); Chain (1); Domain (1); Sequence conflict (1); Topological domain (5); Transmembrane (5),5 out of 5
Q9BY07,S4A5_HUMAN,reviewed,Electrogenic sodium bicarbonate cotransporter 4 (NBCe2) (Solute carrier family 4 member 5),SLC4A5 NBC4,Homo sapiens (Human),1137,Alternative sequence (12); Chain (1); Compositional bias (1); Disulfide bond (2); Frameshift (3); Natural variant (2); Sequence conflict (7); Topological domain (13); Transmembrane (12),5 out of 5
A4IF30,S35F4_HUMAN,reviewed,Solute carrier family 35 member F4,SLC35F4 C14orf36,Homo sapiens (Human),521,Alternative sequence (1); Chain (1); Domain (1); Transmembrane (10),2 out of 5
Q9H3T3,SEM6B_HUMAN,reviewed,Semaphorin-6B (Semaphorin-Z) (Sema Z),SEMA6B SEMAN SEMAZ UNQ1907/PRO4353,Homo sapiens (Human),888,Alternative sequence (2); Chain (1); Compositional bias (2); Disulfide bond (8); Domain (1); Glycosylation (7); Modified residue (1); Sequence caution (1); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q96LD1,SGCZ_HUMAN,reviewed,Zeta-sarcoglycan (Zeta-SG) (ZSG1),SGCZ,Homo sapiens (Human),299,Alternative sequence (1); Chain (1); Compositional bias (1); Disulfide bond (1); Glycosylation (2); Topological domain (2); Transmembrane (1),4 out of 5
P30874,SSR2_HUMAN,reviewed,Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SRIF-1),SSTR2,Homo sapiens (Human),369,Alternative sequence (1); Chain (1); Disulfide bond (1); Glycosylation (4); Lipidation (1); Modified residue (5); Mutagenesis (8); Sequence conflict (3); Site (1); Topological domain (8); Transmembrane (7),5 out of 5
Q16623,STX1A_HUMAN,reviewed,Syntaxin-1A (Neuron-specific antigen HPC-1),STX1A STX1,Homo sapiens (Human),288,Alternative sequence (2); Chain (1); Coiled coil (1); Cross-link (3); Domain (1); Erroneous initiation (1); Modified residue (4); Mutagenesis (3); Sequence conflict (2); Topological domain (2); Transmembrane (1),5 out of 5
Q9Y228,T3JAM_HUMAN,reviewed,TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3),TRAF3IP3 T3JAM,Homo sapiens (Human),551,Alternative sequence (3); Chain (1); Coiled coil (2); Natural variant (2); Topological domain (2); Transmembrane (1),5 out of 5
Q96HP8,T176A_HUMAN,reviewed,Transmembrane protein 176A (Hepatocellular carcinoma-associated antigen 112),TMEM176A HCA112,Homo sapiens (Human),235,Chain (1); Modified residue (1); Natural variant (3); Transmembrane (4),4 out of 5
Q6ZMB5,T184A_HUMAN,reviewed,Transmembrane protein 184A,TMEM184A,Homo sapiens (Human),413,Chain (1); Natural variant (2); Sequence caution (1); Sequence conflict (1); Transmembrane (7),3 out of 5
A0A1B0GUA7,TEX51_HUMAN,reviewed,Testis-expressed protein 51,TEX51,Homo sapiens (Human),166,Chain (1); Signal peptide (1); Transmembrane (1),2 out of 5
Q9BSA9,TM175_HUMAN,reviewed,Endosomal/lysosomal potassium channel TMEM175 (Transmembrane protein 175) (hTMEM175),TMEM175,Homo sapiens (Human),504,Alternative sequence (1); Beta strand (5); Chain (1); Helix (20); Modified residue (1); Motif (2); Mutagenesis (10); Natural variant (2); Region (4); Site (6); Topological domain (13); Transmembrane (12); Turn (2),5 out of 5
A6NLX4,TM210_HUMAN,reviewed,Transmembrane protein 210,TMEM210,Homo sapiens (Human),147,Chain (1); Compositional bias (1); Signal peptide (1); Topological domain (2); Transmembrane (1),2 out of 5
Q8WUH6,TM263_HUMAN,reviewed,Transmembrane protein 263,TMEM263 C12orf23,Homo sapiens (Human),116,Chain (1); Glycosylation (1); Transmembrane (2),2 out of 5
Q6UW68,TM205_HUMAN,reviewed,Transmembrane protein 205,TMEM205 UNQ501/PRO1018,Homo sapiens (Human),189,Chain (1); Transmembrane (4),5 out of 5
Q96K49,TM87B_HUMAN,reviewed,Transmembrane protein 87B,TMEM87B,Homo sapiens (Human),555,Alternative sequence (1); Chain (1); Glycosylation (3); Modified residue (4); Natural variant (1); Signal peptide (1); Topological domain (8); Transmembrane (7),4 out of 5
Q9BVV7,TIM21_HUMAN,reviewed,"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)",TIMM21 C18orf55 TIM21 HSPC154,Homo sapiens (Human),248,Chain (1); Natural variant (1); Sequence conflict (1); Transit peptide (1); Transmembrane (1),5 out of 5
Q7Z5S9,TM144_HUMAN,reviewed,Transmembrane protein 144,TMEM144,Homo sapiens (Human),345,Alternative sequence (2); Chain (1); Natural variant (1); Sequence conflict (2); Transmembrane (10),3 out of 5
P43489,TNR4_HUMAN,reviewed,Tumor necrosis factor receptor superfamily member 4 (ACT35 antigen) (OX40L receptor) (TAX transcriptionally-activated glycoprotein 1 receptor) (CD antigen CD134),TNFRSF4 TXGP1L,Homo sapiens (Human),277,Beta strand (16); Chain (1); Disulfide bond (9); Erroneous initiation (1); Glycosylation (2); Helix (1); Natural variant (2); Repeat (4); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q9UBN6,TR10D_HUMAN,reviewed,Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264),TNFRSF10D DCR2 TRAILR4 TRUNDD UNQ251/PRO288,Homo sapiens (Human),386,Chain (1); Compositional bias (2); Disulfide bond (7); Domain (1); Glycosylation (2); Natural variant (4); Repeat (3); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
O60704,TPST2_HUMAN,reviewed,Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2),TPST2,Homo sapiens (Human),377,Active site (1); Beta strand (9); Binding site (5); Chain (1); Disulfide bond (2); Glycosylation (2); Helix (16); Mutagenesis (7); Region (3); Sequence conflict (5); Site (2); Topological domain (2); Transmembrane (1); Turn (2),5 out of 5
Q8NET8,TRPV3_HUMAN,reviewed,Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3),TRPV3,Homo sapiens (Human),790,Alternative sequence (3); Beta strand (11); Chain (1); Helix (33); Intramembrane (1); Natural variant (7); Repeat (3); Sequence conflict (2); Topological domain (6); Transmembrane (6); Turn (13),5 out of 5
P23763,VAMP1_HUMAN,reviewed,Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1),VAMP1 SYB1,Homo sapiens (Human),118,Alternative sequence (2); Chain (1); Domain (1); Modified residue (1); Mutagenesis (3); Natural variant (1); Sequence conflict (1); Site (4); Topological domain (2); Transmembrane (1),5 out of 5
P21754,ZP3_HUMAN,reviewed,Zona pellucida sperm-binding protein 3 (Sperm receptor) (ZP3A/ZP3B) (Zona pellucida glycoprotein 3) (Zp-3) (Zona pellucida protein C) [Cleaved into: Processed zona pellucida sperm-binding protein 3],ZP3 ZP3A ZP3B ZPC,Homo sapiens (Human),424,Alternative sequence (3); Chain (2); Disulfide bond (4); Domain (1); Glycosylation (6); Modified residue (1); Natural variant (4); Propeptide (1); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q8TAD4,ZNT5_HUMAN,reviewed,Zinc transporter 5 (ZnT-5) (Solute carrier family 30 member 5) (ZnT-like transporter 1) (hZTL1),SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879,Homo sapiens (Human),765,Alternative sequence (6); Chain (1); Compositional bias (1); Erroneous initiation (1); Modified residue (1); Region (1); Sequence conflict (5); Topological domain (17); Transmembrane (16),5 out of 5
P19256,LFA3_HUMAN,reviewed,Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58),CD58 LFA3,Homo sapiens (Human),250,Alternative sequence (3); Beta strand (9); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (6); Helix (2); Mutagenesis (6); Natural variant (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q12913,PTPRJ_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148),PTPRJ DEP1,Homo sapiens (Human),1337,Active site (1); Alternative sequence (2); Beta strand (17); Binding site (2); Chain (1); Domain (10); Glycosylation (34); Helix (8); Modified residue (1); Mutagenesis (3); Natural variant (7); Region (1); Sequence conflict (5); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (5),5 out of 5
A4D0T7,SIM30_HUMAN,reviewed,Small integral membrane protein 30,SMIM30,Homo sapiens (Human),59,Chain (1); Signal peptide (1); Topological domain (2); Transmembrane (1),2 out of 5
O43761,SNG3_HUMAN,reviewed,Synaptogyrin-3,SYNGR3,Homo sapiens (Human),229,Chain (1); Domain (1); Modified residue (1); Transmembrane (4),5 out of 5
Q8NFT2,STEA2_HUMAN,reviewed,Metalloreductase STEAP2 (EC 1.16.1.-) (Prostate cancer-associated protein 1) (Protein up-regulated in metastatic prostate cancer) (PUMPCn) (Six-transmembrane epithelial antigen of prostate 2) (SixTransMembrane protein of prostate 1),STEAP2 PCANAP1 STAMP1 UNQ6507/PRO23203,Homo sapiens (Human),490,Alternative sequence (2); Binding site (8); Chain (1); Domain (1); Metal binding (2); Modified residue (1); Natural variant (5); Nucleotide binding (3); Sequence conflict (3); Transmembrane (6),5 out of 5
P59536,T2R41_HUMAN,reviewed,Taste receptor type 2 member 41 (T2R41) (Taste receptor type 2 member 59) (T2R59),TAS2R41,Homo sapiens (Human),307,Chain (1); Glycosylation (1); Natural variant (1); Sequence conflict (1); Topological domain (8); Transmembrane (7),4 out of 5
Q6IEE7,T132E_HUMAN,reviewed,Transmembrane protein 132E,TMEM132E,Homo sapiens (Human),1074,Chain (1); Glycosylation (4); Natural variant (1); Sequence caution (1); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1),4 out of 5
Q96BZ9,TBC20_HUMAN,reviewed,TBC1 domain family member 20,TBC1D20 C20orf140,Homo sapiens (Human),403,Alternative sequence (4); Beta strand (3); Chain (1); Domain (1); Helix (20); Mutagenesis (2); Natural variant (1); Sequence conflict (1); Site (2); Transmembrane (2); Turn (4),5 out of 5
Q13454,TUSC3_HUMAN,reviewed,Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33),TUSC3 N33,Homo sapiens (Human),348,Alternative sequence (1); Beta strand (5); Chain (1); Disulfide bond (1); Domain (1); Helix (8); Mutagenesis (2); Natural variant (2); Signal peptide (1); Topological domain (5); Transmembrane (4); Turn (1),5 out of 5
P55916,UCP3_HUMAN,reviewed,Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9),UCP3 SLC25A9,Homo sapiens (Human),312,Alternative sequence (2); Chain (1); Erroneous initiation (1); Natural variant (3); Region (1); Repeat (3); Sequence conflict (1); Transmembrane (6),5 out of 5
Q6UWM9,UD2A3_HUMAN,reviewed,UDP-glucuronosyltransferase 2A3 (UDPGT 2A3) (EC 2.4.1.17),UGT2A3 UNQ2559/PRO6239,Homo sapiens (Human),527,Chain (1); Erroneous initiation (1); Glycosylation (1); Sequence conflict (3); Signal peptide (1); Topological domain (2); Transmembrane (1),3 out of 5
O75379,VAMP4_HUMAN,reviewed,Vesicle-associated membrane protein 4 (VAMP-4),VAMP4,Homo sapiens (Human),141,Alternative sequence (1); Chain (1); Domain (1); Modified residue (2); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
Q9P0L0,VAPA_HUMAN,reviewed,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),VAPA VAP33,Homo sapiens (Human),249,Alternative sequence (1); Beta strand (10); Chain (1); Coiled coil (1); Domain (1); Erroneous initiation (2); Frameshift (1); Helix (1); Initiator methionine (1); Modified residue (7); Mutagenesis (2); Natural variant (2); Sequence conflict (3); Topological domain (1); Transmembrane (1); Turn (2),5 out of 5
Q6UX27,VSTM1_HUMAN,reviewed,V-set and transmembrane domain-containing protein 1 (Signal inhibitory receptor on leukocytes-1) (SIRL-1),VSTM1 UNQ3033/PRO9835,Homo sapiens (Human),236,Alternative sequence (3); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (2); Motif (2); Natural variant (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q5T9L3,WLS_HUMAN,reviewed,Protein wntless homolog (Integral membrane protein GPR177) (Protein evenness interrupted homolog) (EVI) (Putative NF-kappa-B-activating protein 373),WLS C1orf139 GPR177 UNQ85/PRO18667,Homo sapiens (Human),541,Alternative sequence (3); Chain (1); Natural variant (1); Region (1); Sequence conflict (1); Topological domain (9); Transmembrane (8),5 out of 5
Q9Y279,VSIG4_HUMAN,reviewed,V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig),VSIG4 CRIg Z39IG UNQ317/PRO362,Homo sapiens (Human),399,Alternative sequence (2); Beta strand (11); Chain (1); Disulfide bond (2); Domain (2); Helix (2); Natural variant (4); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q9Y493,ZAN_HUMAN,reviewed,Zonadhesin,ZAN,Homo sapiens (Human),2812,Alternative sequence (12); Chain (1); Disulfide bond (3); Domain (17); Erroneous gene model prediction (7); Glycosylation (11); Natural variant (23); Region (1); Sequence conflict (24); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q9NPB0,SMDC1_HUMAN,reviewed,SAYSvFN domain-containing protein 1,SAYSD1 C6orf64,Homo sapiens (Human),183,Alternative sequence (2); Chain (1); Compositional bias (1); Transmembrane (1),3 out of 5
Q9NRC1,ST7_HUMAN,reviewed,Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG),ST7 FAM4A1 HELG RAY1,Homo sapiens (Human),585,Alternative sequence (10); Chain (1); Erroneous gene model prediction (1); Erroneous initiation (1); Glycosylation (1); Modified residue (1); Natural variant (2); Transmembrane (3),5 out of 5
P38435,VKGC_HUMAN,reviewed,Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase),GGCX GC,Homo sapiens (Human),758,Active site (1); Alternative sequence (1); Chain (1); Disulfide bond (1); Glycosylation (2); Initiator methionine (1); Modified residue (1); Mutagenesis (4); Natural variant (9); Sequence conflict (2); Topological domain (6); Transmembrane (5),5 out of 5
P0C7T8,TM253_HUMAN,reviewed,Transmembrane protein 253,TMEM253 C14orf176 C14orf95,Homo sapiens (Human),217,Chain (1); Transmembrane (4),2 out of 5
